MC	<p>001. 3a46</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">45&ndash;57</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">35&ndash;53</td>  <td align="center" style="vert-align: middle; border: solid black 1px">2.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">70&ndash;85</td>  <td align="center" style="vert-align: middle; border: solid black 1px">8.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">60&ndash;68</td>  <td align="center" style="vert-align: middle; border: solid black 1px">5.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 64&deg;C and the pH is 4.8.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Correct
MC	<p>046. 7721</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">70&ndash;78</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">55&ndash;65</td>  <td align="center" style="vert-align: middle; border: solid black 1px">5.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">15&ndash;33</td>  <td align="center" style="vert-align: middle; border: solid black 1px">2.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">40&ndash;50</td>  <td align="center" style="vert-align: middle; border: solid black 1px">7.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 71&deg;C and the pH is 10.2.</p>	A.  Enzyme A&nbsp; 	Correct	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>047. 71d4</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">45&ndash;55</td>  <td align="center" style="vert-align: middle; border: solid black 1px">6.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">65&ndash;75</td>  <td align="center" style="vert-align: middle; border: solid black 1px">3.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">35&ndash;47</td>  <td align="center" style="vert-align: middle; border: solid black 1px">9.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">20&ndash;28</td>  <td align="center" style="vert-align: middle; border: solid black 1px">1.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 74&deg;C and the pH is 2.8.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Correct	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>048. c7d7</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">45&ndash;55</td>  <td align="center" style="vert-align: middle; border: solid black 1px">4.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">75&ndash;85</td>  <td align="center" style="vert-align: middle; border: solid black 1px">6.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">20&ndash;35</td>  <td align="center" style="vert-align: middle; border: solid black 1px">9.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">60&ndash;68</td>  <td align="center" style="vert-align: middle; border: solid black 1px">1.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 62&deg;C and the pH is 1.0.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Correct
MC	<p>049. 31d8</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">70&ndash;82</td>  <td align="center" style="vert-align: middle; border: solid black 1px">6.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">45&ndash;63</td>  <td align="center" style="vert-align: middle; border: solid black 1px">1.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">20&ndash;30</td>  <td align="center" style="vert-align: middle; border: solid black 1px">3.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">35&ndash;50</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 61&deg;C and the pH is 0.8.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Correct	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>050. 1bdd</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">70&ndash;78</td>  <td align="center" style="vert-align: middle; border: solid black 1px">3.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">25&ndash;35</td>  <td align="center" style="vert-align: middle; border: solid black 1px">7.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">60&ndash;75</td>  <td align="center" style="vert-align: middle; border: solid black 1px">9.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">40&ndash;52</td>  <td align="center" style="vert-align: middle; border: solid black 1px">5.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 26&deg;C and the pH is 7.0.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Correct	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>051. 64ac</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">25&ndash;43</td>  <td align="center" style="vert-align: middle; border: solid black 1px">2.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">55&ndash;65</td>  <td align="center" style="vert-align: middle; border: solid black 1px">7.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">70&ndash;78</td>  <td align="center" style="vert-align: middle; border: solid black 1px">9.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">45&ndash;57</td>  <td align="center" style="vert-align: middle; border: solid black 1px">5.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 59&deg;C and the pH is 6.6.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Correct	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>052. 6207</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">55&ndash;65</td>  <td align="center" style="vert-align: middle; border: solid black 1px">3.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">20&ndash;32</td>  <td align="center" style="vert-align: middle; border: solid black 1px">7.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">35&ndash;53</td>  <td align="center" style="vert-align: middle; border: solid black 1px">5.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">70&ndash;78</td>  <td align="center" style="vert-align: middle; border: solid black 1px">1.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 51&deg;C and the pH is 5.0.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Correct	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>053. d33f</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">75&ndash;85</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">45&ndash;60</td>  <td align="center" style="vert-align: middle; border: solid black 1px">6.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">15&ndash;23</td>  <td align="center" style="vert-align: middle; border: solid black 1px">3.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">35&ndash;47</td>  <td align="center" style="vert-align: middle; border: solid black 1px">1.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 56&deg;C and the pH is 6.0.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Correct	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>054. f667</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">35&ndash;45</td>  <td align="center" style="vert-align: middle; border: solid black 1px">8.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">70&ndash;78</td>  <td align="center" style="vert-align: middle; border: solid black 1px">2.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">50&ndash;65</td>  <td align="center" style="vert-align: middle; border: solid black 1px">4.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">25&ndash;37</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 34&deg;C and the pH is 10.2.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Correct
MC	<p>055. 2e13</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">50&ndash;68</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">25&ndash;37</td>  <td align="center" style="vert-align: middle; border: solid black 1px">6.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">75&ndash;85</td>  <td align="center" style="vert-align: middle; border: solid black 1px">8.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">40&ndash;55</td>  <td align="center" style="vert-align: middle; border: solid black 1px">2.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 60&deg;C and the pH is 10.4.</p>	A.  Enzyme A&nbsp; 	Correct	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>056. ada8</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">25&ndash;43</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">65&ndash;77</td>  <td align="center" style="vert-align: middle; border: solid black 1px">8.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">50&ndash;60</td>  <td align="center" style="vert-align: middle; border: solid black 1px">6.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">15&ndash;23</td>  <td align="center" style="vert-align: middle; border: solid black 1px">1.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 19&deg;C and the pH is 1.4.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Correct
MC	<p>057. 0fcc</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">30&ndash;40</td>  <td align="center" style="vert-align: middle; border: solid black 1px">9.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">45&ndash;53</td>  <td align="center" style="vert-align: middle; border: solid black 1px">7.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">70&ndash;85</td>  <td align="center" style="vert-align: middle; border: solid black 1px">3.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">60&ndash;72</td>  <td align="center" style="vert-align: middle; border: solid black 1px">1.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 32&deg;C and the pH is 9.4.</p>	A.  Enzyme A&nbsp; 	Correct	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>058. d1a3</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">50&ndash;68</td>  <td align="center" style="vert-align: middle; border: solid black 1px">4.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">25&ndash;35</td>  <td align="center" style="vert-align: middle; border: solid black 1px">2.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">70&ndash;78</td>  <td align="center" style="vert-align: middle; border: solid black 1px">7.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">40&ndash;52</td>  <td align="center" style="vert-align: middle; border: solid black 1px">9.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 48&deg;C and the pH is 8.8.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Correct
MC	<p>059. cc9d</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">40&ndash;52</td>  <td align="center" style="vert-align: middle; border: solid black 1px">6.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">60&ndash;70</td>  <td align="center" style="vert-align: middle; border: solid black 1px">3.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">30&ndash;48</td>  <td align="center" style="vert-align: middle; border: solid black 1px">8.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">20&ndash;35</td>  <td align="center" style="vert-align: middle; border: solid black 1px">1.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 45&deg;C and the pH is 7.8.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Correct	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>060. 9b6e</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">20&ndash;38</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">60&ndash;70</td>  <td align="center" style="vert-align: middle; border: solid black 1px">1.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">75&ndash;85</td>  <td align="center" style="vert-align: middle; border: solid black 1px">6.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">40&ndash;48</td>  <td align="center" style="vert-align: middle; border: solid black 1px">3.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 83&deg;C and the pH is 5.8.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Correct	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>061. 6d19</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">40&ndash;50</td>  <td align="center" style="vert-align: middle; border: solid black 1px">6.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">60&ndash;75</td>  <td align="center" style="vert-align: middle; border: solid black 1px">9.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">20&ndash;38</td>  <td align="center" style="vert-align: middle; border: solid black 1px">3.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">10&ndash;17</td>  <td align="center" style="vert-align: middle; border: solid black 1px">1.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 49&deg;C and the pH is 6.2.</p>	A.  Enzyme A&nbsp; 	Correct	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Incorrect
MC	<p>062. 59f2</p> <table border="0" style="border-collapse: collapse; border: white solid 0px; width: 400px;"><tr>  <th align="center" style="vert-align: middle; border: solid black 1px">Enzyme</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Effective<br/>Temperature<br/>Range (&deg;C)</th>  <th align="center" style="vert-align: middle; border: solid black 1px">Optimum<br/>pH</th></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">A</td>  <td align="center" style="vert-align: middle; border: solid black 1px">20&ndash;28</td>  <td align="center" style="vert-align: middle; border: solid black 1px">4.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">B</td>  <td align="center" style="vert-align: middle; border: solid black 1px">30&ndash;40</td>  <td align="center" style="vert-align: middle; border: solid black 1px">6.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">C</td>  <td align="center" style="vert-align: middle; border: solid black 1px">60&ndash;75</td>  <td align="center" style="vert-align: middle; border: solid black 1px">8.0&nbsp;</td></tr><tr>  <td align="center" style="vert-align: middle; border: solid black 1px">D</td>  <td align="center" style="vert-align: middle; border: solid black 1px">50&ndash;60</td>  <td align="center" style="vert-align: middle; border: solid black 1px">2.0&nbsp;</td></tr></table>  <p>Which one of the enzymes would be most active under the following conditions?</p> <p>The temperature is 59&deg;C and the pH is 2.0.</p>	A.  Enzyme A&nbsp; 	Incorrect	B.  Enzyme B&nbsp; 	Incorrect	C.  Enzyme C&nbsp; 	Incorrect	D.  Enzyme D&nbsp; 	Correct
